id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento,fecha_ultima_compra,frecuencia_tickets,frecuencia_lineas,valor_total,dias_desde_ultima_compra,churn
3574,Graciana Villalobos Aroca,43,Femenino,Lima,Surco,2022-06-04,Tienda,Inactivo,2025-05-02,4,11,9996.83,243,1
3575,Julio Cirino Feliu Suárez,18,Femenino,Arequipa,Cayma,2023-05-04,,Alto Valor,2025-12-24,22,60,81511.38,7,0
3576,Jerónimo Marquez-Grande,46,Masculino,Lima,Los Olivos,2022-02-10,Tienda,Inactivo,2025-03-09,5,13,13898.5,297,1
3577,Maura Valle Torrent,33,Masculino,Arequipa,Cayma,2022-09-10,Tienda,Inactivo,2023-07-15,1,5,4449.81,900,1
3578,Piedad Chaves Vazquez,50,Femenino,Lima,La Molina,2022-05-29,Web,Inactivo,2025-09-30,5,13,16772.27,92,1
3579,Valeria Reina-Haro,41,Masculino,Lima,San Isidro,2022-06-23,Tienda,Alto Valor,2025-12-25,14,34,40513.92,6,0
3580,Aroa Verdejo-Girona,38,Masculino,Lima,Miraflores,2023-06-06,Tienda,Inactivo,,0,0,0.0,999,1
3581,Paco Saez León,38,Masculino,Piura,Tambogrande,2022-07-14,Tienda,Inactivo,2024-12-23,3,12,14220.03,373,1
3582,Teodosio Elías Bru,40,Masculino,Piura,Veintiséis de Octubre,2023-01-18,Tienda,Inactivo,2025-07-16,7,19,19286.88,168,1
3583,Begoña Molins,37,Femenino,Lima,Comas,2024-10-25,App,Inactivo,2025-04-10,2,5,7705.15,265,1
3584,Isabela Antonia Menendez Porras,39,Femenino,Lima,Surco,2022-12-12,App,Inactivo,2024-08-09,4,12,6479.14,509,1
3585,Ema Grau-Lerma,18,Femenino,Piura,Tambogrande,2022-05-14,Tienda,Regular,2025-12-22,9,25,44828.64,9,0
3586,Alicia Martin Escamilla,27,Masculino,Lima,La Molina,2022-07-30,App,Ocasional,2025-12-31,2,4,6320.64,0,0
3587,Simón Lucas Calleja,18,Femenino,Piura,Catacaos,2023-03-08,Web,Inactivo,2024-06-12,1,1,1424.21,567,1
3588,Mireia Huertas Duque,40,Femenino,Cusco,Cusco,2023-03-24,Web,Inactivo,2024-01-19,1,2,2297.36,712,1
3589,Rosalina Martorell-Carrera,37,Femenino,Lima,Surco,2022-09-29,Tienda,Inactivo,2025-07-16,7,14,35176.72,168,1
3590,Tristán Verdugo-Medina,21,Femenino,Trujillo,Trujillo,2022-10-04,Web,Frecuente,2025-12-17,15,34,25972.45,14,0
3591,Luis de Ferrán,58,Masculino,Lima,San Isidro,2022-06-20,App,Inactivo,2025-06-02,8,26,25270.76,212,1
3592,Selena del Pino,31,Masculino,Lima,Ate,2022-02-13,App,Inactivo,2025-07-01,3,9,11767.39,183,1
3593,Rubén Zaragoza-Vera,56,Femenino,Lima,San Miguel,2022-03-18,App,Alto Valor,2025-12-24,18,54,93458.81,7,0
3594,Cruz Corominas Hernandez,35,Masculino,Lima,Comas,2023-01-29,Tienda,Alto Valor,2025-12-08,15,31,45945.66,23,0
3595,Mateo Goicoechea Alberola,44,Masculino,Arequipa,Socabaya,2022-05-16,Tienda,Inactivo,2025-06-27,6,17,28988.79,187,1
3596,Malena del Rius,25,Masculino,Lima,Los Olivos,2022-02-09,Tienda,Inactivo,2025-02-15,7,23,34261.15,319,1
3597,Evelia Iborra,18,Femenino,Lima,La Molina,2022-04-20,Tienda,Regular,2025-10-15,8,29,54190.13,77,0
3598,Edelmiro Carnero Fernandez,41,Masculino,Cusco,San Sebastián,2022-01-29,App,Inactivo,2025-03-11,4,10,11505.5,295,1
3599,Ángela Cáceres Abascal,24,Masculino,Lima,La Molina,2022-02-10,Tienda,Inactivo,2025-04-11,4,15,16702.64,264,1
3600,Fátima Carrión Blanca,42,Masculino,Trujillo,La Esperanza,2022-08-03,App,Alto Valor,2025-12-31,17,49,48142.6,0,0
3601,Anacleto Pineda Criado,21,Masculino,Lima,La Molina,2023-03-19,Web,Inactivo,2025-04-08,2,4,600.13,267,1
3602,Jordán Mateu Vallés,51,Masculino,Lima,San Miguel,2022-05-23,Tienda,Alto Valor,2025-11-07,12,39,72623.81,54,0
3603,Herminia Ribera Pizarro,34,Femenino,Cusco,Santiago,2023-03-15,Web,Frecuente,2025-11-05,11,21,12928.36,56,0
3604,Álvaro Vaquero Riba,60,Femenino,Arequipa,Cayma,2022-10-31,Tienda,Regular,2025-11-20,9,30,25696.69,41,0
3605,Noemí Campo Donaire,37,Femenino,Piura,Piura,2022-04-04,Tienda,Alto Valor,2025-12-27,14,30,50561.63,4,0
3606,Prudencio Eliseo Maza Aramburu,65,Femenino,Lima,Surco,2022-06-13,Web,Regular,2025-12-17,7,17,25467.02,14,0
3607,Cosme Gutierrez Jáuregui,26,Otro,Cusco,San Sebastián,2024-01-08,Tienda,Inactivo,2024-10-18,1,3,8229.34,439,1
3608,Dorita Lozano Ayuso,70,Masculino,Trujillo,El Porvenir,2022-03-31,App,Inactivo,2025-08-27,10,25,32678.28,126,1
3609,Quique Carpio Castilla,54,Masculino,Arequipa,Cayma,2022-01-03,App,Inactivo,2024-02-07,2,5,8063.24,693,1
3610,Azahara Camacho-Quesada,56,Femenino,Lima,Comas,2023-02-09,Tienda,Inactivo,2025-04-20,5,20,40669.36,255,1
3611,Vicenta Bastida-Cabrera,26,Femenino,Piura,Tambogrande,2023-01-02,Tienda,Frecuente,2025-12-20,11,30,19641.05,11,0
3612,Abilio Álamo Mínguez,20,Masculino,Arequipa,Yanahuara,2024-03-24,Web,Inactivo,2025-05-10,4,9,23568.77,235,1
3613,Encarnita Gárate Exposito,38,Femenino,Trujillo,Moche,2022-08-22,Web,Regular,2025-12-28,8,24,25972.17,3,0
3614,Azeneth Martorell Perez,28,Masculino,Piura,Veintiséis de Octubre,2022-05-18,App,Alto Valor,2025-12-21,21,62,71429.85,10,0
3615,Dorotea Manrique Maldonado,30,Femenino,Arequipa,Yanahuara,2024-03-09,Web,Inactivo,2025-03-20,5,15,9656.29,286,1
3616,Samuel Calvo Antúnez,37,Femenino,Arequipa,Cayma,2022-07-06,Tienda,Regular,2025-11-28,9,20,39527.51,33,0
3617,Rufina Montserrat Llabrés,48,Femenino,Arequipa,Cayma,2022-09-20,Tienda,Inactivo,2024-11-30,2,5,9856.14,396,1
3618,Elodia Leyre Anglada Sancho,20,Masculino,Trujillo,La Esperanza,2023-04-22,Tienda,Inactivo,2025-03-24,6,15,19194.06,282,1
3619,Emma Jordá Cueto,28,Otro,Lima,Los Olivos,2022-12-05,Tienda,Inactivo,,0,0,0.0,999,1
3620,Casandra Velasco Peña,56,Masculino,Arequipa,Yanahuara,2022-04-02,Web,Regular,2025-12-30,8,24,31241.65,1,0
3621,Luis del Yáñez,55,Masculino,Lima,San Isidro,2023-04-25,Tienda,Inactivo,2025-07-13,8,15,14511.04,171,1
3622,Chita Cánovas Quintana,32,Femenino,Arequipa,Cayma,2022-07-06,Tienda,Inactivo,2025-09-30,8,21,29471.49,92,1
3623,Alexandra Valenciano Arnal,45,Masculino,Lima,Ate,2022-03-29,Tienda,Inactivo,2024-12-11,5,16,29957.7,385,1
3624,Roque Catalá Catalá,53,Masculino,Lima,La Molina,2023-02-06,Tienda,Inactivo,2025-07-14,12,33,41334.56,170,1
3625,Gustavo Estévez,27,Femenino,Lima,La Molina,2023-06-29,App,Inactivo,2024-09-21,4,6,19041.94,466,1
3626,Zacarías del Calderon,35,Otro,Lima,Los Olivos,2022-12-22,Tienda,Inactivo,2025-06-14,7,16,14340.97,200,1
3627,Osvaldo Martín,45,Masculino,Lima,San Isidro,2022-11-19,Tienda,Inactivo,2025-09-27,5,14,13103.81,95,1
3628,Eli Riquelme Alemán,39,Femenino,Trujillo,Víctor Larco,2023-01-20,Tienda,Alto Valor,2025-12-10,11,34,44774.71,21,0
3629,Ruth Pi Anaya,36,Femenino,Piura,Piura,2023-09-03,Tienda,Inactivo,2024-09-21,2,6,12345.4,466,1
3630,Hugo Planas-Calatayud,72,Femenino,Lima,Comas,2022-09-28,Tienda,Inactivo,2025-07-04,6,20,11974.33,180,1
3631,Anselma Valenciano Pastor,37,Femenino,Piura,Piura,2022-11-24,Tienda,Frecuente,2025-11-02,10,22,25562.86,59,0
3632,Nydia Gelabert,28,Masculino,Arequipa,Yanahuara,2023-03-18,Tienda,Inactivo,2025-06-01,3,8,4462.85,213,1
3633,Hortensia Lillo Ugarte,32,Masculino,Lima,San Isidro,2023-03-27,Web,Inactivo,2025-04-22,4,8,20514.64,253,1
3634,Anita Infante Núñez,41,Femenino,Lima,San Isidro,2022-12-11,Tienda,Inactivo,2025-01-22,3,7,12098.22,343,1
3635,Dafne Inmaculada Gomez Pont,18,Femenino,Cusco,Wanchaq,2022-06-13,Tienda,Inactivo,2024-11-04,3,10,8235.66,422,1
3636,Primitiva Palacio Bas,32,Masculino,Piura,Piura,2023-05-03,Tienda,Regular,2025-12-31,9,22,24828.6,0,0
3637,Cristina Zapata Santana,27,Masculino,Trujillo,La Esperanza,2022-03-23,Tienda,Inactivo,2025-09-04,4,11,11501.61,118,1
3638,María Arnaiz Reig,41,Masculino,Cusco,Cusco,2022-10-29,Tienda,Inactivo,2024-10-29,5,14,18312.94,428,1
3639,Sandalio Carreras-Ariño,42,Femenino,Piura,Veintiséis de Octubre,2022-05-01,App,Inactivo,2024-12-14,11,27,52008.62,382,1
3640,Galo del Pedro,18,Masculino,Arequipa,Paucarpata,2022-07-05,Tienda,Inactivo,2025-02-04,4,9,4243.19,330,1
3641,Anabel Teruel Garcia,52,Masculino,Arequipa,José Luis Bustamante,2024-06-07,Tienda,Inactivo,2024-12-14,2,3,2542.1,382,1
3642,Prudencio Antón Quevedo,31,Masculino,Arequipa,Socabaya,2022-06-25,App,Inactivo,2025-07-17,7,14,16254.27,167,1
3643,Florentina Castellanos Alegria,24,Femenino,Lima,San Isidro,2022-11-16,Web,Alto Valor,2025-12-11,11,31,41128.94,20,0
3644,Jenaro Sacristán-Pedrero,23,Masculino,Piura,Castilla,2023-03-06,Tienda,Inactivo,2025-08-11,8,17,26918.63,142,1
3645,Pepito Cuevas Piquer,32,Femenino,Cusco,San Jerónimo,2022-10-21,Tienda,Inactivo,2025-09-29,7,19,11585.66,93,1
3646,Mauricio Albero Ariza,49,Femenino,Lima,Comas,2022-10-12,App,Inactivo,2024-01-13,1,1,156.93,718,1
3647,Víctor Robledo Román,38,Masculino,Lima,San Miguel,2022-06-27,Tienda,Alto Valor,2025-12-23,14,36,39897.85,8,0
3648,Oriana Anguita-Yuste,18,Femenino,Piura,Piura,2022-06-02,Web,Regular,2025-12-18,6,9,11228.97,13,0
3649,Jose Ignacio de Espejo,35,Femenino,Lima,Los Olivos,2023-02-16,Web,Alto Valor,2025-12-16,12,41,59978.07,15,0
3650,Heriberto Lloret Benitez,39,Masculino,Arequipa,Cayma,2022-03-13,Web,Inactivo,2025-03-02,4,13,7816.67,304,1
3651,Vinicio Murcia,36,Masculino,Lima,Miraflores,2023-01-01,Web,Inactivo,2023-11-14,2,7,4983.47,778,1
3652,César Zorrilla,18,Masculino,Piura,Piura,2022-09-20,Tienda,Inactivo,2025-08-22,14,40,50827.9,131,1
3653,Manuelita Figueroa Borrego,36,Masculino,Lima,Comas,2022-02-07,Tienda,Inactivo,2024-11-04,3,7,8502.36,422,1
3654,Purificación Lorenza Acedo Gilabert,48,Femenino,Piura,Veintiséis de Octubre,2023-09-09,App,Inactivo,2025-07-20,3,15,12075.1,164,1
3655,Maxi Chaparro Castro,31,Femenino,Lima,Miraflores,2022-01-25,Tienda,Alto Valor,2025-12-27,10,28,40743.54,4,0
3656,Miguel Estevez-Pons,32,Masculino,Lima,La Molina,2022-10-25,Tienda,Regular,2025-12-21,9,29,27846.94,10,0
3657,Amor Roldán-Miró,27,Femenino,Cusco,Cusco,2025-12-13,App,Inactivo,,0,0,0.0,999,1
3658,Nicolás Verdú Machado,29,Masculino,Lima,San Isidro,2023-07-18,Tienda,Inactivo,2025-03-17,6,14,14107.54,289,1
3659,Lorenza Ramos,46,Masculino,Lima,San Isidro,2022-08-22,Tienda,Regular,2025-11-03,6,9,11847.79,58,0
3660,Angelita Calvo-Rebollo,58,Femenino,Lima,Comas,2022-12-14,Web,Inactivo,2025-09-25,10,26,46607.77,97,1
3661,Abigaíl Andrés,42,Femenino,Lima,La Molina,2022-03-26,Tienda,Inactivo,2024-10-12,3,6,7418.09,445,1
3662,Hernando Guzmán-Mancebo,37,Masculino,Cusco,San Jerónimo,2022-10-30,Web,Inactivo,2025-05-25,7,25,15440.67,220,1
3663,Valentina Serrano Alemany,43,Femenino,Arequipa,Paucarpata,2022-02-04,App,Regular,2025-12-20,8,25,51127.45,11,0
3664,Arsenio Calvet Donoso,22,Masculino,Arequipa,Yanahuara,2022-06-28,Tienda,Alto Valor,2025-12-11,19,52,62416.63,20,0
3665,Román Alcántara,33,Femenino,Cusco,San Sebastián,2022-03-27,Tienda,Regular,2025-12-11,9,21,8768.98,20,0
3666,Mariana Rosselló Pinto,37,Masculino,Lima,San Miguel,2022-10-14,Web,Inactivo,2025-02-02,8,21,15161.79,332,1
3667,Amaya Murcia Catalán,54,Masculino,Arequipa,Cercado,2022-06-20,Web,Inactivo,2025-04-23,3,4,10261.63,252,1
3668,Zaida Acosta Patiño,18,Femenino,Lima,La Molina,2022-09-05,Web,Alto Valor,2025-12-24,11,30,33432.4,7,0
3669,Leoncio Iñiguez Ferrán,24,Masculino,Lima,Miraflores,2023-09-03,Web,Alto Valor,2025-12-15,12,34,51840.32,16,0
3670,Mauricio Carballo Barco,33,Masculino,Arequipa,Yanahuara,2024-04-02,Tienda,Inactivo,2025-03-29,1,1,28.78,277,1
3671,Ciro Campos,43,Femenino,Lima,La Molina,2022-09-02,Tienda,Inactivo,2025-09-29,5,10,8718.88,93,1
3672,Ruy Nuñez Mascaró,28,Femenino,Arequipa,Paucarpata,2022-11-25,Tienda,Inactivo,2024-02-04,1,1,67.32,696,1
3673,Cristian Pulido-Solano,32,Femenino,Lima,Surco,2022-12-12,Web,Alto Valor,2025-12-02,13,31,52366.41,29,0
3674,Pancho Busquets,23,Masculino,Lima,La Molina,2022-06-27,Web,Regular,2025-12-18,9,23,35122.61,13,0
3675,Lisandro Lloret Sarabia,39,Femenino,Lima,Comas,2022-07-08,Web,Inactivo,2024-12-11,5,11,21132.03,385,1
3676,Toni Garay Leiva,30,Masculino,Lima,La Molina,2022-01-09,Tienda,Inactivo,2024-04-20,1,2,2130.77,620,1
3677,Paca Ruth Rodríguez Barroso,34,Masculino,Arequipa,Cayma,2023-03-16,Web,Inactivo,2025-06-11,5,13,6675.35,203,1
3678,Amado Escrivá Tomas,38,Masculino,Arequipa,Cercado,2022-09-27,Tienda,Inactivo,2025-01-29,2,4,5981.33,336,1
3679,Ignacia Florina Pintor Fuertes,46,Femenino,Lima,La Molina,2022-09-25,Web,Regular,2025-11-12,4,9,18741.11,49,0
3680,Juan José del Vidal,59,Masculino,Lima,La Molina,2022-12-28,Tienda,Inactivo,2024-11-29,2,3,8207.09,397,1
3681,Ciríaco Villar Guerrero,37,Masculino,Lima,San Miguel,2024-07-05,Tienda,Inactivo,2024-12-12,2,6,2279.41,384,1
3682,Pacífica Herranz Alegria,51,Masculino,Piura,Catacaos,2023-06-01,Tienda,Regular,2025-12-23,8,29,25912.54,8,0
3683,Leyre Oller Alberdi,18,Femenino,Lima,Comas,2025-05-12,Tienda,Inactivo,,0,0,0.0,999,1
3684,Leandro Valenzuela Olmedo,35,Masculino,Piura,Castilla,2022-06-22,Web,Inactivo,2024-10-12,3,8,16855.09,445,1
3685,Anabel Tovar Gomila,30,Femenino,Lima,Los Olivos,2022-06-02,Tienda,Regular,2025-12-26,8,14,6431.13,5,0
3686,Raúl Che González Villar,29,Masculino,Lima,La Molina,2023-05-24,Tienda,Inactivo,,0,0,0.0,999,1
3687,Olalla Dalmau Ugarte,42,Femenino,Lima,La Molina,2022-12-18,Tienda,Inactivo,2025-06-08,2,5,5030.97,206,1
3688,Abel Carbó,52,Masculino,Piura,Tambogrande,2022-10-10,Tienda,Regular,2025-11-01,8,23,31732.48,60,0
3689,Maximino Palomo Méndez,31,Masculino,Cusco,San Jerónimo,2022-08-14,Tienda,Regular,2025-10-18,4,9,4215.75,74,0
3690,Hilda Llorente Dávila,41,Femenino,Lima,Los Olivos,2022-04-29,Tienda,Inactivo,2025-10-01,15,42,63789.04,91,1
3691,Caridad Becerra Almazán,43,Femenino,Cusco,San Sebastián,2022-05-11,Tienda,Inactivo,2023-12-06,1,2,5122.45,756,1
3692,María Fernanda Palacio Mateos,32,Masculino,Trujillo,Trujillo,2022-06-06,Tienda,Frecuente,2025-12-30,10,29,27397.45,1,0
3693,Íngrid Román Aparicio,37,Masculino,Lima,Miraflores,2022-07-23,Tienda,Inactivo,2025-04-20,8,20,17690.62,255,1
3694,Teodoro Alba Company,34,Femenino,Cusco,San Sebastián,2023-02-20,Tienda,Inactivo,2025-07-22,12,37,47340.13,162,1
3695,Rosalva Alberola Pérez,50,Femenino,Trujillo,El Porvenir,2022-05-18,Tienda,Inactivo,2025-04-01,4,9,27683.59,274,1
3696,Carlito Montesinos,18,Masculino,Piura,Veintiséis de Octubre,2022-11-09,App,Alto Valor,2025-12-21,18,47,57734.26,10,0
3697,Cruz Gomez,28,Masculino,Cusco,Santiago,2022-04-10,App,Inactivo,2025-04-17,2,7,11457.67,258,1
3698,Jenny Arce Montenegro,26,Femenino,Lima,San Miguel,2022-10-22,Web,Regular,2025-12-25,8,29,43794.77,6,0
3699,Haydée Olmedo Martí,41,Masculino,Lima,Surco,2024-08-21,App,Inactivo,,0,0,0.0,999,1
3700,Victor Palma,38,Femenino,Lima,Los Olivos,2023-04-27,Web,Inactivo,2025-09-24,6,10,18979.94,98,1
3701,Vicente Montaña Rivas,18,Masculino,Cusco,Wanchaq,2022-04-12,App,Regular,2025-12-31,5,19,38957.78,0,0
3702,Encarnita Jove Aragón,63,Masculino,Piura,Castilla,2022-05-28,Web,Regular,2025-11-26,8,21,35253.05,35,0
3703,Samanta Iglesia-Sáenz,30,Femenino,Trujillo,El Porvenir,2022-11-03,App,Inactivo,2023-08-07,2,3,9666.86,877,1
3704,Arcelia Clemente,55,Masculino,Arequipa,José Luis Bustamante,2023-11-05,App,Inactivo,2024-03-15,2,4,1994.45,656,1
3705,Liliana Asensio Sacristán,52,Masculino,Lima,Ate,2023-06-14,Tienda,Inactivo,2025-06-07,14,49,60641.62,207,1
3706,Lilia de Rodrigo,39,Femenino,Arequipa,Cercado,2022-12-18,Tienda,Frecuente,2025-11-28,14,36,25809.32,33,0
3707,Jose Carlos Bernardo Llopis Suarez,43,Masculino,Piura,Piura,2023-01-14,Tienda,Alto Valor,2025-10-10,10,24,40537.64,82,0
3708,Jacobo Jose Manuel Miranda Soler,45,Femenino,Lima,San Miguel,2022-12-31,Tienda,Regular,2025-10-24,7,19,47592.29,68,0
3709,Sancho Crespi Maestre,47,Masculino,Lima,Surco,2023-04-08,App,Inactivo,2025-07-13,6,15,21794.37,171,1
3710,Cebrián de Yáñez,47,Masculino,Lima,San Isidro,2023-11-25,Tienda,Ocasional,2025-12-17,3,10,7260.59,14,0
3711,Amelia Belén Palomares Lladó,31,Femenino,Lima,Miraflores,2022-07-31,Tienda,Alto Valor,2025-11-22,21,58,64368.28,39,0
3712,Jose Manuel Castelló,53,Femenino,Lima,La Molina,2022-03-24,Web,Regular,2025-12-14,6,19,26797.42,17,0
3713,Espiridión Borja Verdugo,26,Femenino,Lima,Surco,2022-04-27,Web,Alto Valor,2025-12-27,10,22,32346.15,4,0
3714,Sara Gálvez Maza,32,Masculino,Lima,Ate,2024-11-13,Tienda,Inactivo,,0,0,0.0,999,1
3715,Tadeo Conesa Pazos,37,Femenino,Lima,San Isidro,2022-02-25,App,Regular,2025-10-04,4,7,17253.66,88,0
3716,Evangelina de Gárate,38,Masculino,Trujillo,La Esperanza,2022-02-01,Tienda,Inactivo,2025-08-12,8,26,19214.79,141,1
3717,Marcelino Pozo Alcántara,64,Femenino,Piura,Veintiséis de Octubre,2022-03-01,Tienda,Inactivo,2025-09-18,8,24,21076.11,104,1
3718,Édgar Hilario Olivé Bosch,54,Femenino,Lima,Los Olivos,2023-03-05,Web,Inactivo,2025-05-14,6,15,14048.27,231,1
3719,Juan Manuel Polo Enríquez,25,Masculino,Lima,San Miguel,2023-07-28,Tienda,Inactivo,2025-05-12,3,6,21893.33,233,1
3720,Rómulo Lloret Cánovas,28,Femenino,Lima,Ate,2022-12-06,Web,Regular,2025-12-01,5,10,19080.39,30,0
3721,Abel Criado-Múñiz,41,Masculino,Lima,San Isidro,2022-11-28,Tienda,Inactivo,,0,0,0.0,999,1
3722,Amparo Córdoba Ibarra,24,Femenino,Lima,San Miguel,2023-02-10,Tienda,Regular,2025-12-18,9,28,28509.2,13,0
3723,Berto Río Laguna,37,Femenino,Cusco,San Sebastián,2024-01-14,Tienda,Inactivo,2024-12-08,3,9,15736.63,388,1
3724,Luz Carvajal Carnero,25,Femenino,Arequipa,José Luis Bustamante,2022-02-03,Web,Inactivo,2025-07-15,10,31,53205.83,169,1
3725,Adela Carranza,38,Femenino,Lima,Ate,2022-12-29,Web,Inactivo,2023-07-06,2,8,2797.23,909,1
3726,Olimpia Mar Segura Santos,58,Masculino,Trujillo,La Esperanza,2022-05-25,Web,Inactivo,2025-05-12,9,20,38013.19,233,1
3727,Eliana Morillo Vives,53,Femenino,Lima,Miraflores,2024-01-16,Tienda,Regular,2025-12-22,8,20,14207.12,9,0
3728,Olimpia Segovia Jara,35,Masculino,Lima,Ate,2022-10-04,Tienda,Regular,2025-10-21,9,21,26336.74,71,0
3729,Miriam Pazos Romero,35,Masculino,Lima,Los Olivos,2025-02-03,Tienda,Inactivo,,0,0,0.0,999,1
3730,Ágata Garcia Ocaña,43,Masculino,Cusco,Cusco,2022-12-23,Tienda,Inactivo,2024-06-08,4,10,11439.45,571,1
3731,Eugenia Cabanillas Campos,40,Femenino,Trujillo,Moche,2023-03-27,App,Regular,2025-12-06,9,21,32488.54,25,0
3732,Angélica Gimenez Jordán,36,Masculino,Trujillo,Víctor Larco,2024-08-09,App,Inactivo,,0,0,0.0,999,1
3733,Blas Valero Izaguirre Acuña,45,Masculino,Lima,San Isidro,2022-06-13,Web,Frecuente,2025-12-14,12,33,20342.17,17,0
3734,Cayetano Valcárcel Gálvez,40,Masculino,Arequipa,José Luis Bustamante,2022-01-20,Tienda,Alto Valor,2025-12-16,13,35,64281.25,15,0
3735,Carmen Domingo,61,Masculino,Lima,La Molina,2023-09-27,Web,Alto Valor,2025-12-21,16,40,53384.84,10,0
3736,Marcos Arjona Lumbreras,42,Masculino,Lima,Surco,2023-03-03,Tienda,Inactivo,2025-07-01,3,8,3600.49,183,1
3737,Narciso Garay Pizarro,51,Masculino,Lima,Comas,2023-09-28,Tienda,Regular,2025-11-09,7,20,13996.99,52,0
3738,Etelvina Sierra Torrent,40,Femenino,Lima,Comas,2022-11-19,Tienda,Frecuente,2025-12-22,10,27,26555.03,9,0
3739,Marcelo Daza,27,Masculino,Lima,Miraflores,2022-05-04,Tienda,Frecuente,2025-12-22,12,29,20365.62,9,0
3740,María Tapia Tamayo,46,Femenino,Arequipa,Cayma,2022-07-31,App,Inactivo,2025-07-16,2,9,8527.48,168,1
3741,Andrea de Osorio,34,Masculino,Lima,Surco,2022-02-26,Web,Inactivo,2025-03-27,4,10,38569.59,279,1
3742,Asdrubal Pujol Losa,34,Masculino,Trujillo,Huanchaco,2022-08-02,Tienda,Inactivo,2024-03-07,2,7,6327.11,664,1
3743,Carina Silva Agullo,47,Femenino,Lima,Miraflores,2023-03-12,Web,Frecuente,2025-10-16,10,30,11832.64,76,0
3744,Candela Figueroa Mateu,43,Masculino,Arequipa,Cercado,2023-05-30,Tienda,Inactivo,2025-01-12,4,10,6367.49,353,1
3745,Macario Maldonado Oliver,25,Femenino,Arequipa,Yanahuara,2022-08-16,App,Inactivo,2024-12-20,5,13,10377.76,376,1
3746,Rosario de Moraleda,33,Femenino,Lima,San Miguel,2022-04-07,Tienda,Alto Valor,2025-12-19,14,29,33532.94,12,0
3747,Inmaculada del Hernando,18,Masculino,Lima,Los Olivos,2023-06-17,Web,Inactivo,2025-07-03,2,8,7052.22,181,1
3748,Felicidad Girón Salas,45,Masculino,Lima,Ate,2022-03-16,App,Inactivo,2025-07-14,8,23,25682.32,170,1
3749,Alejandra del Torre,30,Masculino,Lima,San Isidro,2023-03-12,App,Regular,2025-12-06,4,12,20707.0,25,0
3750,Consuela Ochoa,18,Masculino,Lima,San Miguel,2022-03-07,Web,Frecuente,2025-12-06,10,27,31128.81,25,0
3751,Lupita Amador Castells,45,Femenino,Lima,San Miguel,2023-01-17,Tienda,Frecuente,2025-12-22,11,23,25443.97,9,0
3752,Chelo Infante Araujo,49,Femenino,Lima,San Isidro,2022-08-19,Tienda,Inactivo,2023-12-25,4,15,20990.02,737,1
3753,Dorotea Atienza Silva,57,Masculino,Cusco,Wanchaq,2022-05-16,Tienda,Inactivo,2025-07-12,11,33,39629.82,172,1
3754,Andrés Felipe Maestre Franco,57,Masculino,Trujillo,El Porvenir,2022-03-16,App,Inactivo,2024-05-02,1,3,1605.8,608,1
3755,Pascual Conesa Galindo,50,Femenino,Lima,La Molina,2022-04-20,Tienda,Frecuente,2025-12-23,12,37,27458.1,8,0
3756,Lino Águila Vilanova,47,Femenino,Arequipa,Cayma,2022-12-13,App,Inactivo,2025-02-13,4,13,27972.41,321,1
3757,Felix Perera Casas,24,Otro,Lima,Miraflores,2024-02-21,Tienda,Inactivo,2025-03-19,2,7,12898.89,287,1
3758,Herminio Solera Perera,53,Masculino,Trujillo,La Esperanza,2022-08-25,Web,Inactivo,2025-03-24,3,8,32012.75,282,1
3759,Pánfilo Vall Tormo,55,Femenino,Arequipa,Socabaya,2023-05-17,Tienda,Regular,2025-12-29,6,18,12996.11,2,0
3760,Clarisa Pons Miró,37,Femenino,Trujillo,,2022-05-25,Tienda,Alto Valor,2025-12-07,12,34,56782.69,24,0
3761,Cándido Vives Vega,27,Masculino,Lima,Los Olivos,2022-01-12,Web,Inactivo,2025-07-18,4,10,7062.62,166,1
3762,Aarón Sancho Martí,37,Masculino,Cusco,Wanchaq,2022-12-14,Tienda,Alto Valor,2025-12-24,19,54,43126.86,7,0
3763,Zaida Ponce Sabater,57,Masculino,Lima,Los Olivos,2023-01-13,Tienda,Inactivo,2024-12-10,2,7,5513.21,386,1
3764,Lucila Chaves Hernández,18,Masculino,Lima,San Miguel,2022-01-06,Tienda,Inactivo,2023-07-20,1,2,2705.82,895,1
3765,Silvestre Bolaños Pastor,53,Masculino,Arequipa,Paucarpata,2022-11-29,Tienda,Regular,2025-12-15,7,16,19497.18,16,0
3766,Aníbal Sabas Merino Manso,62,Masculino,Trujillo,Huanchaco,2022-04-20,Tienda,Frecuente,2025-12-18,11,21,26339.49,13,0
3767,Remedios Alcalde Rincón,39,Femenino,Cusco,San Jerónimo,2023-04-16,Tienda,Inactivo,2025-05-04,3,8,1425.57,241,1
3768,Jenaro Herranz Millán,27,Femenino,Lima,Surco,2022-12-16,Web,Alto Valor,2025-12-17,14,32,41001.81,14,0
3769,Hugo Vilaplana,43,Masculino,Arequipa,José Luis Bustamante,2022-03-26,Tienda,Alto Valor,2025-12-12,13,39,57948.36,19,0
3770,Alberto Escamilla Parra,27,Femenino,Trujillo,Huanchaco,2023-06-22,Tienda,Inactivo,2024-12-06,2,4,7737.93,390,1
3771,Jose Ignacio Armengol-Saavedra,46,Femenino,Lima,La Molina,2022-01-09,Web,Alto Valor,2025-12-19,12,37,54687.22,12,0
